That Thing You Do! (1996),"Game, The (1997)","Ciao, Professore! (1993)",Boxing Helena (1993),Hot Shots! Part Deux (1993),Chungking Express (1994),Drop Dead Fred (1991),Kull the Conqueror (1997),"Body Snatcher, The (1945)",Spice World (1997)
Rudy (1993),"Substance of Fire, The (1996)",Tokyo Fist (1995),"Colonel Chabert, Le (1994)",Houseguest (1994),Now and Then (1995),Fear (1996),Aliens (1986),Nina Takes a Lover (1994),Herbie Rides Again (1974)
"First Wives Club, The (1996)",Tom & Viv (1994),Two Bits (1995),Delta of Venus (1994),So I Married an Axe Murderer (1993),Pulp Fiction (1994),Devil in a Blue Dress (1995),Titanic (1997),Deconstructing Harry (1997),Liebelei (1933)
"African Queen, The (1951)",Desperate Measures (1998),"NeverEnding Story III, The (1994)",Shall We Dance? (1996),Castle Freak (1995),"Time to Kill, A (1996)",Homeward Bound: The Incredible Journey (1993),"Postino, Il (1994)","Man from Down Under, The (1943)",Fausto (1993)
Tom & Viv (1994),"First Wives Club, The (1996)",Delta of Venus (1994),Devil in a Blue Dress (1995),Titanic (1997),Wild Things (1998),When a Man Loves a Woman (1994),"Journey of August King, The (1995)",So I Married an Axe Murderer (1993),Liebelei (1933)
My Fair Lady (1964),Die Hard: With a Vengeance (1995),"Substance of Fire, The (1996)",Conspiracy Theory (1997),Aparajito (1956),Interview with the Vampire (1994),Beyond Rangoon (1995),Manon of the Spring (Manon des sources) (1986),Amos & Andrew (1993),Mission: Impossible (1996)
Delta of Venus (1994),Tom & Viv (1994),"Substance of Fire, The (1996)",Another Stakeout (1993),JLG/JLG - autoportrait de décembre (1994),When a Man Loves a Woman (1994),"Clockwork Orange, A (1971)",Angel and the Badman (1947),Rosencrantz and Guildenstern Are Dead (1990),"First Wives Club, The (1996)"
Star Wars (1977),"Graduate, The (1967)",Dumbo (1941),Unstrung Heroes (1995),"Ghost and Mrs. Muir, The (1947)","Man from Down Under, The (1943)",Phenomenon (1996),"Santa Clause, The (1994)",Rough Magic (1995),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
Four Rooms (1995),Batman & Robin (1997),"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Fear of a Black Hat (1993),Marked for Death (1990),If Lucy Fell (1996),Beverly Hills Cop III (1994),"Unbearable Lightness of Being, The (1988)","Great Escape, The (1963)",Sunset Blvd. (1950)
Titanic (1997),U Turn (1997),Hard Eight (1996),Tom & Viv (1994),Babe (1995),Butch Cassidy and the Sundance Kid (1969),Children of the Revolution (1996),"Game, The (1997)",Loaded (1994),Little City (1998)
Another Stakeout (1993),First Kid (1996),"Forbidden Christ, The (Cristo proibito, Il) (1950)",Benny & Joon (1993),Big Night (1996),National Lampoon's Senior Trip (1995),Addicted to Love (1997),Some Like It Hot (1959),"Apartment, The (1960)",Nil By Mouth (1997)
Babe (1995),T-Men (1947),It Takes Two (1995),Rudy (1993),Another Stakeout (1993),Desperado (1995),Funny Face (1957),Delta of Venus (1994),Nico Icon (1995),Pink Floyd - The Wall (1982)
"Substance of Fire, The (1996)",First Kid (1996),Rudy (1993),Wild Things (1998),Good Morning (1971),White Man's Burden (1995),Now and Then (1995),"Whole Wide World, The (1996)",Delicatessen (1991),Bulletproof (1996)
Blues Brothers 2000 (1998),"Ghost and Mrs. Muir, The (1947)",Star Wars (1977),Bride of Frankenstein (1935),Marked for Death (1990),Apt Pupil (1998),Terror in a Texas Town (1958),Angel and the Badman (1947),"Peacemaker, The (1997)",Legends of the Fall (1994)
Clean Slate (1994),Delicatessen (1991),Wild Things (1998),"Lost World: Jurassic Park, The (1997)",Priest (1994),Speechless (1994),Pink Floyd - The Wall (1982),Duck Soup (1933),"Streetcar Named Desire, A (1951)",Wild Reeds (1994)
National Lampoon's Senior Trip (1995),House Party 3 (1994),"Secret Garden, The (1993)",Star Trek VI: The Undiscovered Country (1991),"American Werewolf in London, An (1981)",Scream 2 (1997),Amityville 3-D (1983),Devil in a Blue Dress (1995),"Locusts, The (1997)",Rosewood (1997)
"City of Lost Children, The (1995)","Birdcage, The (1996)",Multiplicity (1996),Outbreak (1995),Primal Fear (1996),Wings of Desire (1987),Devil in a Blue Dress (1995),Supercop (1992),Alien 3 (1992),Much Ado About Nothing (1993)
High Noon (1952),"Bridge on the River Kwai, The (1957)",Dragonheart (1996),Amityville II: The Possession (1982),For Ever Mozart (1996),Another Stakeout (1993),"Substance of Fire, The (1996)",Lashou shentan (1992),Home Alone (1990),"Mask, The (1994)"
"Full Monty, The (1997)",Air Force One (1997),"Getaway, The (1994)",Office Killer (1997),Evita (1996),Apt Pupil (1998),Carrie (1976),Terminator 2: Judgment Day (1991),Nina Takes a Lover (1994),Screamers (1995)
Waterworld (1995),Primary Colors (1998),"Fish Called Wanda, A (1988)",Man of the Year (1995),Amityville: Dollhouse (1996),"Wings of the Dove, The (1997)",His Girl Friday (1940),"Fan, The (1996)","Last of the Mohicans, The (1992)","Second Jungle Book: Mowgli & Baloo, The (1997)"
Duck Soup (1933),Clean Slate (1994),Pulp Fiction (1994),Aliens (1986),Addicted to Love (1997),Harold and Maude (1971),For Ever Mozart (1996),Alien 3 (1992),Good Morning (1971),All Things Fair (1996)
Conspiracy Theory (1997),"Omen, The (1976)",My Fair Lady (1964),"Substance of Fire, The (1996)",Muppet Treasure Island (1996),Die Hard: With a Vengeance (1995),"Whole Wide World, The (1996)","Woman in Question, The (1950)","Object of My Affection, The (1998)",For Ever Mozart (1996)
Blade Runner (1982),GoodFellas (1990),Carmen Miranda: Bananas Is My Business (1994),Tetsuo II: Body Hammer (1992),Fried Green Tomatoes (1991),"Very Brady Sequel, A (1996)",Blues Brothers 2000 (1998),Patton (1970),Three Colors: Red (1994),Amityville: Dollhouse (1996)
Independence Day (ID4) (1996),Toy Story (1995),Air Force One (1997),Kiss the Girls (1997),"Shawshank Redemption, The (1994)",Nénette et Boni (1996),Marked for Death (1990),Roommates (1995),"Sex, Lies, and Videotape (1989)",White Man's Burden (1995)
Apt Pupil (1998),"Full Monty, The (1997)",Star Trek V: The Final Frontier (1989),Heaven & Earth (1993),House Party 3 (1994),"American Werewolf in London, An (1981)",Fallen (1998),"Bewegte Mann, Der (1994)","Swan Princess, The (1994)",Terminator 2: Judgment Day (1991)
Tom & Viv (1994),Bulletproof (1996),Rudy (1993),Pink Floyd - The Wall (1982),Gumby: The Movie (1995),When a Man Loves a Woman (1994),Back to the Future (1985),Fear (1996),Children of the Revolution (1996),Independence Day (ID4) (1996)
Quiz Show (1994),Sneakers (1992),My Life as a Dog (Mitt liv som hund) (1985),Vertigo (1958),Crumb (1994),When Night Is Falling (1995),M*A*S*H (1970),Faces (1968),Suture (1993),"Jungle Book, The (1994)"
Hard Eight (1996),Pulp Fiction (1994),Tom & Viv (1994),"Clockwork Orange, A (1971)","First Wives Club, The (1996)",So I Married an Axe Murderer (1993),Shopping (1994),Eraser (1996),Ed Wood (1994),Young Guns (1988)
Tom & Viv (1994),Duck Soup (1933),Crumb (1994),When a Man Loves a Woman (1994),"First Wives Club, The (1996)",Go Fish (1994),Natural Born Killers (1994),Reckless (1995),Children of the Revolution (1996),"Murder, My Sweet (1944)"
Midnight in the Garden of Good and Evil (1997),Rear Window (1954),Gone Fishin' (1997),Local Hero (1983),Anna Karenina (1997),"Paris, Texas (1984)",Joe's Apartment (1996),Clerks (1994),Dante's Peak (1997),Primary Colors (1998)
Rudy (1993),Tokyo Fist (1995),Die Hard: With a Vengeance (1995),"Substance of Fire, The (1996)",For Ever Mozart (1996),Body Parts (1991),Dadetown (1995),JLG/JLG - autoportrait de décembre (1994),Conspiracy Theory (1997),Shadowlands (1993)
Star Wars (1977),Radioland Murders (1994),"Remains of the Day, The (1993)",Hercules (1997),Buddy (1997),Dangerous Beauty (1998),Sudden Manhattan (1996),Fled (1996),Apt Pupil (1998),Bed of Roses (1996)
Beyond Rangoon (1995),Die Hard: With a Vengeance (1995),Delicatessen (1991),Rudy (1993),Wild Things (1998),Miracle on 34th Street (1994),Jade (1995),Anna Karenina (1997),Interview with the Vampire (1994),Forrest Gump (1994)
Rebel Without a Cause (1955),Ninotchka (1939),Live Nude Girls (1995),"City of Lost Children, The (1995)",Stuart Saves His Family (1995),Cool Runnings (1993),Anna Karenina (1997),Roseanna's Grave (For Roseanna) (1997),Home Alone 3 (1997),Spawn (1997)
Waterworld (1995),Delta of Venus (1994),Desperado (1995),Warriors of Virtue (1997),Conspiracy Theory (1997),Snow White and the Seven Dwarfs (1937),"English Patient, The (1996)",Aladdin (1992),Absolute Power (1997),Philadelphia (1993)
Jaws (1975),Chasers (1994),Albino Alligator (1996),Senseless (1998),Farinelli: il castrato (1994),Kull the Conqueror (1997),Desperate Measures (1998),All Over Me (1997),"Promesse, La (1996)","Cement Garden, The (1993)"
Delta of Venus (1994),Tom & Viv (1994),Reality Bites (1994),Devil in a Blue Dress (1995),"Substance of Fire, The (1996)",Richie Rich (1994),JLG/JLG - autoportrait de décembre (1994),"Piano, The (1993)",Desperado (1995),Angel and the Badman (1947)
"Ice Storm, The (1997)",Devil in a Blue Dress (1995),High Noon (1952),Wild America (1997),JLG/JLG - autoportrait de décembre (1994),Here Comes Cookie (1935),How to Make an American Quilt (1995),Tokyo Fist (1995),"Omen, The (1976)",Rudy (1993)
Tom & Viv (1994),Delta of Venus (1994),Clean Slate (1994),Vampire in Brooklyn (1995),JLG/JLG - autoportrait de décembre (1994),Mighty Aphrodite (1995),"Game, The (1997)",So I Married an Axe Murderer (1993),Reckless (1995),Pharaoh's Army (1995)
Rudy (1993),Conspiracy Theory (1997),Wild Things (1998),All About Eve (1950),Fall (1997),Delta of Venus (1994),Clean Slate (1994),Delicatessen (1991),Nico Icon (1995),Ed's Next Move (1996)
Schindler's List (1993),Serial Mom (1994),It's My Party (1995),"Awfully Big Adventure, An (1995)",Mediterraneo (1991),Notorious (1946),"Quiet Man, The (1952)",When a Man Loves a Woman (1994),Joe's Apartment (1996),Bastard Out of Carolina (1996)
Tom & Viv (1994),Fear (1996),When a Man Loves a Woman (1994),It's My Party (1995),Devil in a Blue Dress (1995),Reckless (1995),So I Married an Axe Murderer (1993),Crumb (1994),"Walk in the Sun, A (1945)",Clean Slate (1994)
"Beans of Egypt, Maine, The (1994)",Cliffhanger (1993),Angels in the Outfield (1994),Stripes (1981),Talking About Sex (1994),Big Bully (1996),E.T. the Extra-Terrestrial (1982),Drunks (1995),Temptress Moon (Feng Yue) (1996),Platoon (1986)
Two Bits (1995),Homeward Bound II: Lost in San Francisco (1996),Conspiracy Theory (1997),Rudy (1993),Indiana Jones and the Last Crusade (1989),Reckless (1995),Delta of Venus (1994),Clean Slate (1994),Angel and the Badman (1947),Wild Things (1998)
Rudy (1993),Clean Slate (1994),Anastasia (1997),"Boys, Les (1997)","Game, The (1997)",Lotto Land (1995),Anna Karenina (1997),Groundhog Day (1993),"Substance of Fire, The (1996)","Substance of Fire, The (1996)"
Tom & Viv (1994),Devil in a Blue Dress (1995),So I Married an Axe Murderer (1993),Delta of Venus (1994),Wild Things (1998),Copycat (1995),Rosencrantz and Guildenstern Are Dead (1990),When a Man Loves a Woman (1994),Another Stakeout (1993),Carrie (1976)
"City of Lost Children, The (1995)","Game, The (1997)",Cobb (1994),"Clockwork Orange, A (1971)",Rudy (1993),Interview with the Vampire (1994),"Walk in the Sun, A (1945)",Speed (1994),All Dogs Go to Heaven 2 (1996),Aliens (1986)
So I Married an Axe Murderer (1993),Clean Slate (1994),"First Wives Club, The (1996)",Tom & Viv (1994),Delta of Venus (1994),Two Bits (1995),When a Man Loves a Woman (1994),"Game, The (1997)",Pulp Fiction (1994),Aliens (1986)
Anastasia (1997),Dante's Peak (1997),Mission: Impossible (1996),Four Rooms (1995),Picnic (1955),Meet Me in St. Louis (1944),Hercules (1997),Paradise Road (1997),Roseanna's Grave (For Roseanna) (1997),"Candidate, The (1972)"
Devil in a Blue Dress (1995),Conspiracy Theory (1997),Toy Story (1995),Delta of Venus (1994),"Substance of Fire, The (1996)",Aladdin (1992),Richie Rich (1994),Mallrats (1995),"Usual Suspects, The (1995)","Secret Agent, The (1996)"
Alphaville (1965),"Godfather, The (1972)",It Takes Two (1995),Marked for Death (1990),Bullets Over Broadway (1994),"Big Lebowski, The (1998)",Annie Hall (1977),Gabbeh (1996),First Kid (1996),Two Deaths (1995)
Jade (1995),Rudy (1993),My Fair Lady (1964),"Hunted, The (1995)","Substance of Fire, The (1996)",Fear (1996),For Ever Mozart (1996),"English Patient, The (1996)","Murder, My Sweet (1944)",Nina Takes a Lover (1994)
Delta of Venus (1994),Tom & Viv (1994),So I Married an Axe Murderer (1993),Desperado (1995),Angel and the Badman (1947),Devil in a Blue Dress (1995),When a Man Loves a Woman (1994),Young Guns (1988),Delicatessen (1991),Richie Rich (1994)
Duck Soup (1933),Benny & Joon (1993),Jade (1995),National Lampoon's Senior Trip (1995),Another Stakeout (1993),Addicted to Love (1997),Tom & Viv (1994),Star Trek: The Motion Picture (1979),Homeward Bound II: Lost in San Francisco (1996),Wild Reeds (1994)
Rudy (1993),Conspiracy Theory (1997),Interview with the Vampire (1994),Murder at 1600 (1997),Terminator 2: Judgment Day (1991),Star Trek: The Wrath of Khan (1982),"Perez Family, The (1995)","Substance of Fire, The (1996)",First Kid (1996),Super Mario Bros. (1993)
Babe (1995),Rosencrantz and Guildenstern Are Dead (1990),Tom & Viv (1994),Babyfever (1994),Heavyweights (1994),Conspiracy Theory (1997),"Journey of August King, The (1995)",Half Baked (1998),"Paris, Texas (1984)",Barcelona (1994)
"Simple Twist of Fate, A (1994)",Amityville II: The Possession (1982),"Stars Fell on Henrietta, The (1995)",Devil in a Blue Dress (1995),Rudy (1993),"Little Princess, A (1995)","Associate, The (1996)",Cosi (1996),"Sexual Life of the Belgians, The (1994)",To Be or Not to Be (1942)
Delta of Venus (1994),Full Metal Jacket (1987),Reckless (1995),Eraser (1996),"Journey of August King, The (1995)",Tom & Viv (1994),Nina Takes a Lover (1994),"Scarlet Letter, The (1995)","Ice Storm, The (1997)",Cool Hand Luke (1967)
Afterglow (1997),"Parent Trap, The (1961)",Bloodsport 2 (1995),"Big Squeeze, The (1996)","Ghost and Mrs. Muir, The (1947)",Raw Deal (1948),"Magnificent Seven, The (1954)",Drop Dead Fred (1991),"Van, The (1996)",Alien (1979)
Taxi Driver (1976),"Man from Down Under, The (1943)",Twelve Monkeys (1995),Grease (1978),"Time to Kill, A (1996)",Buddy (1997),All Over Me (1997),"Beans of Egypt, Maine, The (1994)",Patton (1970),Bread and Chocolate (Pane e cioccolata) (1973)
Like Water For Chocolate (Como agua para chocolate) (1992),Amityville 3-D (1983),"Birds, The (1963)","Thin Line Between Love and Hate, A (1996)",Bastard Out of Carolina (1996),Nobody's Fool (1994),Babe (1995),Little Women (1994),Clean Slate (1994),U Turn (1997)
"Slingshot, The (1993)",Some Like It Hot (1959),Conspiracy Theory (1997),Devil in a Blue Dress (1995),Another Stakeout (1993),When a Man Loves a Woman (1994),Rebel Without a Cause (1955),Clean Slate (1994),Star Trek: The Motion Picture (1979),Tom & Viv (1994)
Deconstructing Harry (1997),Men in Black (1997),It's My Party (1995),House Party 3 (1994),Crumb (1994),Fear (1996),Duck Soup (1933),Reckless (1995),Alien 3 (1992),Homeward Bound II: Lost in San Francisco (1996)
Wild America (1997),"Parent Trap, The (1961)",White Squall (1996),First Kid (1996),"Perez Family, The (1995)",My Fair Lady (1964),Murder at 1600 (1997),In the Mouth of Madness (1995),Nina Takes a Lover (1994),"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"
Before the Rain (Pred dozhdot) (1994),Rough Magic (1995),"Shining, The (1980)",Private Parts (1997),Home Alone 3 (1997),Eve's Bayou (1997),"Spanish Prisoner, The (1997)",Rear Window (1954),Glengarry Glen Ross (1992),Romy and Michele's High School Reunion (1997)
Amityville II: The Possession (1982),Mighty Aphrodite (1995),Richie Rich (1994),"Inkwell, The (1994)",Desperado (1995),"Whole Wide World, The (1996)",Twilight (1998),Copycat (1995),"Substance of Fire, The (1996)",Waterworld (1995)
All About Eve (1950),Delta of Venus (1994),Vampire in Brooklyn (1995),Tales from the Hood (1995),"Gay Divorcee, The (1934)",Psycho (1960),I'll Do Anything (1994),Naked (1993),Bad Company (1995),"Die xue shuang xiong (Killer, The) (1989)"
Bulletproof (1996),Grease (1978),Fear (1996),Evil Dead II (1987),Clean Slate (1994),Tom & Viv (1994),Devil in a Blue Dress (1995),Hard Eight (1996),Another Stakeout (1993),Liebelei (1933)
"Beans of Egypt, Maine, The (1994)",Dave (1993),Canadian Bacon (1994),"Room with a View, A (1986)",Bread and Chocolate (Pane e cioccolata) (1973),"Ice Storm, The (1997)",Beyond Bedlam (1993),Beverly Hills Cop III (1994),Star Wars (1977),Arsenic and Old Lace (1944)
Tom & Viv (1994),Delta of Venus (1994),So I Married an Axe Murderer (1993),Shopping (1994),Titanic (1997),Wild Things (1998),Grease 2 (1982),When a Man Loves a Woman (1994),It's My Party (1995),Little City (1998)
"Perfect World, A (1993)",Air Force One (1997),"Thin Blue Line, The (1988)",Dream With the Fishes (1997),"Fifth Element, The (1997)","Birdcage, The (1996)","Day the Earth Stood Still, The (1951)",Death and the Maiden (1994),"Amityville Curse, The (1990)","Unbearable Lightness of Being, The (1988)"
Speed (1994),When We Were Kings (1996),Tom & Viv (1994),Little Women (1994),Grease 2 (1982),"Funeral, The (1996)",Outbreak (1995),Terminal Velocity (1994),Warriors of Virtue (1997),"Substance of Fire, The (1996)"
Contact (1997),"Devil's Own, The (1997)",Flirt (1995),"Awfully Big Adventure, An (1995)",Catwalk (1995),Fargo (1996),Fear (1996),L.A. Confidential (1997),Air Force One (1997),Delta of Venus (1994)
"Princess Bride, The (1987)",Citizen Kane (1941),Private Parts (1997),"Underneath, The (1995)","To Have, or Not (1995)",Firestorm (1998),Jane Eyre (1996),"Shining, The (1980)",Operation Dumbo Drop (1995),Batman & Robin (1997)
Tom & Viv (1994),Delta of Venus (1994),"First Wives Club, The (1996)",Fear (1996),Touch of Evil (1958),Mighty Aphrodite (1995),Speed (1994),Body Snatchers (1993),Young Guns (1988),Pharaoh's Army (1995)
Delta of Venus (1994),Devil in a Blue Dress (1995),Tom & Viv (1994),So I Married an Axe Murderer (1993),When a Man Loves a Woman (1994),JLG/JLG - autoportrait de décembre (1994),Pharaoh's Army (1995),Hard Eight (1996),Delicatessen (1991),Reckless (1995)
Star Trek: First Contact (1996),"Godfather: Part II, The (1974)",Meet John Doe (1941),Vegas Vacation (1997),Spanking the Monkey (1994),My Favorite Year (1982),"Cement Garden, The (1993)","Family Thing, A (1996)","Jerky Boys, The (1994)",Twisted (1996)
Tom & Viv (1994),Delta of Venus (1994),Devil in a Blue Dress (1995),So I Married an Axe Murderer (1993),"First Wives Club, The (1996)",Clean Slate (1994),Shopping (1994),Reckless (1995),When a Man Loves a Woman (1994),Titanic (1997)
Spawn (1997),Liar Liar (1997),"Arrival, The (1996)","American Werewolf in London, An (1981)","Big Blue, The (Grand bleu, Le) (1988)","Murder, My Sweet (1944)",Grease (1978),"First Wives Club, The (1996)","Browning Version, The (1994)",Devil in a Blue Dress (1995)
Mr. Jones (1993),Mixed Nuts (1994),Judge Dredd (1995),Office Killer (1997),"Colonel Chabert, Le (1994)",Crimson Tide (1995),Shooting Fish (1997),Beauty and the Beast (1991),"Kid in King Arthur's Court, A (1995)",Wild Things (1998)
Welcome to the Dollhouse (1995),Poison Ivy II (1995),Amistad (1997),Home Alone 3 (1997),Waiting for Guffman (1996),Bulletproof (1996),Star Trek IV: The Voyage Home (1986),"Sex, Lies, and Videotape (1989)",Dial M for Murder (1954),National Lampoon's Senior Trip (1995)
Conspiracy Theory (1997),Another Stakeout (1993),"Substance of Fire, The (1996)",Devil in a Blue Dress (1995),Snow White and the Seven Dwarfs (1937),"Little Princess, The (1939)","Collectionneuse, La (1967)",Rudy (1993),Hard Eight (1996),First Kid (1996)
Titanic (1997),Crumb (1994),Nina Takes a Lover (1994),"Empire Strikes Back, The (1980)",Bhaji on the Beach (1993),Waterworld (1995),"Fan, The (1996)","To Wong Foo, Thanks for Everything! Julie Newmar (1995)","Bewegte Mann, Der (1994)",Mystery Science Theater 3000: The Movie (1996)
Delta of Venus (1994),Devil in a Blue Dress (1995),Conspiracy Theory (1997),Copycat (1995),Fear (1996),Wild Things (1998),Go Fish (1994),"Murder, My Sweet (1944)",Desperado (1995),It's My Party (1995)
Interview with the Vampire (1994),"Godfather: Part II, The (1974)",Cinderella (1950),Microcosmos: Le peuple de l'herbe (1996),Strange Days (1995),"Unbearable Lightness of Being, The (1988)","Big Bang Theory, The (1994)",Rosewood (1997),Platoon (1986),Mixed Nuts (1994)
"Beans of Egypt, Maine, The (1994)","Basketball Diaries, The (1995)","Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Naked (1993),Touki Bouki (Journey of the Hyena) (1973),Foreign Correspondent (1940),"Bewegte Mann, Der (1994)",Austin Powers: International Man of Mystery (1997),"Death in the Garden (Mort en ce jardin, La) (1956)",Priest (1994)
Tom & Viv (1994),Independence Day (ID4) (1996),Mallrats (1995),"Kiss Me, Guido (1997)",Back to the Future (1985),"Woman in Question, The (1950)",Little Women (1994),Phat Beach (1996),Jackie Chan's First Strike (1996),Duck Soup (1933)
Titanic (1997),Scream 2 (1997),Scream (1996),George of the Jungle (1997),Boomerang (1992),G.I. Jane (1997),"Great Dictator, The (1940)",Volcano (1997),Jaws 2 (1978),"Silence of the Palace, The (Saimt el Qusur) (1994)"
Tom & Viv (1994),Pink Floyd - The Wall (1982),Delta of Venus (1994),Terminator 2: Judgment Day (1991),Delicatessen (1991),Conspiracy Theory (1997),"Sexual Life of the Belgians, The (1994)",In Love and War (1996),Desperado (1995),"Big Sleep, The (1946)"
"20,000 Leagues Under the Sea (1954)",Fear (1996),"Quick and the Dead, The (1995)",Delta of Venus (1994),Clean Slate (1994),I Can't Sleep (J'ai pas sommeil) (1994),Naked Gun 33 1/3: The Final Insult (1994),"Piano, The (1993)",For Ever Mozart (1996),Alien 3 (1992)
Delicatessen (1991),Young Guns (1988),Conspiracy Theory (1997),Rebel Without a Cause (1955),Nightwatch (1997),Terminal Velocity (1994),Another Stakeout (1993),Ladybird Ladybird (1994),Unzipped (1995),"Cérémonie, La (1995)"
"Christmas Carol, A (1938)",Copycat (1995),Little Women (1994),Nina Takes a Lover (1994),Bad Company (1995),My Left Foot (1989),When a Man Loves a Woman (1994),Here Comes Cookie (1935),"Mirror Has Two Faces, The (1996)",Rosencrantz and Guildenstern Are Dead (1990)
"Postino, Il (1994)",Batman & Robin (1997),"Thin Blue Line, The (1988)",Star Trek: First Contact (1996),Wild America (1997),Spawn (1997),"Beans of Egypt, Maine, The (1994)",Annie Hall (1977),"Kid in King Arthur's Court, A (1995)",Farewell My Concubine (1993)
Get on the Bus (1996),Spawn (1997),"Cowboy Way, The (1994)",I'll Do Anything (1994),Quiz Show (1994),Kids (1995),"Substitute, The (1996)","Steal Big, Steal Little (1995)",Thinner (1996),What's Eating Gilbert Grape (1993)
Titanic (1997),Tom & Viv (1994),Delta of Venus (1994),Reckless (1995),Jury Duty (1995),When a Man Loves a Woman (1994),Devil in a Blue Dress (1995),Hard Eight (1996),"Associate, The (1996)",Duck Soup (1933)
Terminator 2: Judgment Day (1991),Another Stakeout (1993),House Party 3 (1994),Hard Eight (1996),Conspiracy Theory (1997),"Substance of Fire, The (1996)",Scream 2 (1997),Daylight (1996),In the Company of Men (1997),"Streetcar Named Desire, A (1951)"
"Substance of Fire, The (1996)",Body Snatchers (1993),Nina Takes a Lover (1994),Amityville II: The Possession (1982),Clean Slate (1994),Shopping (1994),Blade Runner (1982),"Postman, The (1997)",Titanic (1997),"Hunted, The (1995)"
"Time to Kill, A (1996)",Some Like It Hot (1959),Farewell My Concubine (1993),Tom & Viv (1994),Touch of Evil (1958),Conspiracy Theory (1997),Four Weddings and a Funeral (1994),Tokyo Fist (1995),Angela (1995),Apocalypse Now (1979)
"Godfather, The (1972)",Waterworld (1995),Star Trek VI: The Undiscovered Country (1991),When a Man Loves a Woman (1994),Steel (1997),Star Wars (1977),Poison Ivy II (1995),"English Patient, The (1996)",Boys (1996),Condition Red (1995)
"Big Squeeze, The (1996)","Beans of Egypt, Maine, The (1994)",Circle of Friends (1995),"To Have, or Not (1995)",Radioland Murders (1994),Cronos (1992),"Princess Bride, The (1987)",Mixed Nuts (1994),Strictly Ballroom (1992),Glengarry Glen Ross (1992)
Conspiracy Theory (1997),Wild Things (1998),JLG/JLG - autoportrait de décembre (1994),"Hunted, The (1995)",Gumby: The Movie (1995),Ghost in the Shell (Kokaku kidotai) (1995),"Ice Storm, The (1997)",Devil in a Blue Dress (1995),Little Women (1994),Naked (1993)
Nina Takes a Lover (1994),Delicatessen (1991),Flubber (1997),Conspiracy Theory (1997),Monty Python and the Holy Grail (1974),Taxi Driver (1976),Star Trek: Generations (1994),Waterworld (1995),"Piano, The (1993)",Star Trek IV: The Voyage Home (1986)
Jaws (1975),Free Willy (1993),"Fugitive, The (1993)",Marked for Death (1990),Cyclo (1995),Man of the Year (1995),Braveheart (1995),Best Men (1997),Kull the Conqueror (1997),Hurricane Streets (1998)
Mighty Aphrodite (1995),Conspiracy Theory (1997),"Substance of Fire, The (1996)",Before and After (1996),Delicatessen (1991),JLG/JLG - autoportrait de décembre (1994),National Lampoon's Senior Trip (1995),Star Trek: Generations (1994),Bottle Rocket (1996),Full Speed (1996)
"Lost World: Jurassic Park, The (1997)",Aparajito (1956),Amityville II: The Possession (1982),Nowhere (1997),Rudy (1993),Loaded (1994),"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)","Substance of Fire, The (1996)",Hugo Pool (1997),"Inkwell, The (1994)"
Tom & Viv (1994),Delta of Venus (1994),Titanic (1997),"First Wives Club, The (1996)",Reckless (1995),Pharaoh's Army (1995),Until the End of the World (Bis ans Ende der Welt) (1991),"Substance of Fire, The (1996)",Hard Eight (1996),Young Guns (1988)
Delicatessen (1991),Nobody's Fool (1994),When a Man Loves a Woman (1994),"Game, The (1997)","Reluctant Debutante, The (1958)",Devil in a Blue Dress (1995),Conspiracy Theory (1997),"Women, The (1939)",Fatal Instinct (1993),Aliens (1986)
Legal Deceit (1997),Boxing Helena (1993),Vampire in Brooklyn (1995),Inventing the Abbotts (1997),Local Hero (1983),Apt Pupil (1998),"Beautician and the Beast, The (1997)","Shawshank Redemption, The (1994)",Private Parts (1997),Tetsuo II: Body Hammer (1992)
"Substance of Fire, The (1996)",Tokyo Fist (1995),"Game, The (1997)",Conspiracy Theory (1997),Rudy (1993),Young Guns (1988),Devil in a Blue Dress (1995),Beyond Rangoon (1995),"Murder, My Sweet (1944)",Jade (1995)
Tom & Viv (1994),Conspiracy Theory (1997),U Turn (1997),Delicatessen (1991),JLG/JLG - autoportrait de décembre (1994),Children of the Revolution (1996),"Piano, The (1993)",Batman Forever (1995),"English Patient, The (1996)",Liebelei (1933)
White Squall (1996),"Little Princess, A (1995)",Mr. Holland's Opus (1995),Clean Slate (1994),Devil in a Blue Dress (1995),Careful (1992),1-900 (1994),"Colonel Chabert, Le (1994)","Bronx Tale, A (1993)",Bitter Moon (1992)
Swept from the Sea (1997),Amos & Andrew (1993),"Hunted, The (1995)",Escape from L.A. (1996),Conspiracy Theory (1997),"Whole Wide World, The (1996)",Another Stakeout (1993),Rudy (1993),"Postman, The (1997)",When a Man Loves a Woman (1994)
"Spitfire Grill, The (1996)",Fargo (1996),Alien (1979),Meet John Doe (1941),"Princess Bride, The (1987)",Flipper (1996),"Collectionneuse, La (1967)",Ransom (1996),Gabbeh (1996),"Thin Blue Line, The (1988)"
